wl;up_coef;dw_coef;wl_F;up_coef_F;dw_coef_F;Device ID
707.6967172;0.002426083;0.000786631;588.9656127;0.000299326;3.26602E-05;
707.8633239;0.002425227;0.000786281;589.6657155;0.00030038;3.279E-05;
708.029896;0.002424343;0.000785926;590.3656319;0.000301316;3.29085E-05;
708.1964334;0.002423394;0.000785564;591.0653619;0.000302144;3.30173E-05;
708.3629363;0.002422346;0.000785197;591.7649055;0.000302878;3.31182E-05;
708.5294046;0.002421162;0.000784821;592.4642626;0.000303529;3.32131E-05;
708.6958383;0.002419807;0.000784439;593.1634333;0.000304109;3.33037E-05;
708.8622374;0.00241826;0.000784049;593.8624175;0.000304629;3.33917E-05;
709.0286018;0.002416561;0.000783657;594.5612152;0.000305099;3.34785E-05;
709.1949317;0.002414763;0.000783269;595.2598264;0.000305529;3.35655E-05;
709.361227;0.00241292;0.000782889;595.958251;0.00030593;3.36539E-05;
709.5274878;0.002411084;0.000782524;596.6564891;0.00030631;3.37452E-05;
709.6937139;0.002409311;0.000782179;597.3545407;0.00030668;3.38406E-05;
709.8599055;0.002407653;0.00078186;598.0524056;0.000307049;3.39415E-05;
710.0260624;0.002406152;0.00078157;598.7500839;0.000307426;3.40487E-05;
710.1921848;0.002404807;0.000781304;599.4475757;0.000307814;3.41615E-05;
710.3582727;0.002403605;0.000781053;600.1448807;0.000308216;3.42789E-05;
710.5243259;0.002402533;0.00078081;600.8419992;0.000308634;3.43996E-05;
710.6903447;0.002401577;0.000780567;601.5389309;0.000309071;3.45226E-05;
710.8563288;0.002400726;0.000780316;602.235676;0.000309528;3.46466E-05;
711.0222784;0.002399966;0.00078005;602.9322343;0.000310009;3.47706E-05;
711.1881934;0.002399281;0.000779761;603.628606;0.000310516;3.48935E-05;
711.3540739;0.002398645;0.000779451;604.3247908;0.00031105;3.50152E-05;
711.5199198;0.002398028;0.000779121;605.020789;0.000311616;3.51356E-05;
711.6857312;0.0023974;0.000778775;605.7166003;0.000312215;3.52546E-05;
711.851508;0.002396732;0.000778415;606.4122248;0.00031285;3.5372E-05;
712.0172503;0.002395994;0.000778042;607.1076625;0.000313523;3.5488E-05;
712.1829581;0.002395157;0.000777659;607.8029134;0.000314238;3.56022E-05;
712.3486313;0.0023942;0.000777268;608.4979775;0.000314997;3.57149E-05;
712.51427;0.002393138;0.000776875;609.1928546;0.000315801;3.58263E-05;
712.6798742;0.002391993;0.000776484;609.8875449;0.000316655;3.5937E-05;
712.8454438;0.002390789;0.000776099;610.5820483;0.000317559;3.60475E-05;
713.0109789;0.002389549;0.000775726;611.2763647;0.000318517;3.61583E-05;
713.1764795;0.002388295;0.000775369;611.9704943;0.00031953;3.62698E-05;
713.3419456;0.002387052;0.000775033;612.6644368;0.0003206;3.63824E-05;
713.5073772;0.002385839;0.000774721;613.3581924;0.000321721;3.64961E-05;
713.6727743;0.002384667;0.000774429;614.051761;0.000322886;3.66106E-05;
713.8381368;0.002383543;0.000774151;614.7451426;0.00032409;3.67256E-05;
714.0034649;0.002382475;0.000773882;615.4383371;0.000325324;3.68411E-05;
714.1687584;0.002381471;0.000773616;616.1313446;0.000326583;3.69567E-05;
714.3340175;0.002380539;0.000773348;616.8241651;0.000327859;3.70722E-05;
714.499242;0.002379685;0.000773072;617.5167984;0.000329148;3.71875E-05;
714.6644321;0.002378914;0.000772783;618.2092447;0.00033045;3.73027E-05;
714.8295876;0.002378209;0.000772482;618.9015038;0.000331766;3.74179E-05;
714.9947087;0.002377552;0.000772172;619.5935758;0.000333097;3.75335E-05;
715.1597953;0.00237692;0.000771854;620.2854607;0.000334447;3.76495E-05;
715.3248475;0.002376296;0.000771531;620.9771584;0.000335815;3.77662E-05;
715.4898651;0.002375657;0.000771205;621.6686689;0.000337205;3.78837E-05;
715.6548483;0.002374986;0.000770878;622.3599921;0.000338616;3.80022E-05;
715.819797;0.002374263;0.000770551;623.0511282;0.00034005;3.81223E-05;
715.9847112;0.002373477;0.000770225;623.742077;0.000341505;3.82443E-05;
716.149591;0.002372617;0.000769901;624.4328386;0.000342983;3.83687E-05;
716.3144363;0.002371672;0.000769577;625.1234129;0.000344481;3.84959E-05;
716.4792471;0.002370634;0.000769255;625.8137999;0.000346001;3.86264E-05;
716.6440235;0.002369491;0.000768935;626.5039996;0.000347542;3.87605E-05;
716.8087655;0.002368233;0.000768616;627.1940119;0.000349103;3.88981E-05;
716.9734729;0.002366857;0.0007683;627.8838369;0.000350682;3.90389E-05;
717.138146;0.002365391;0.000767989;628.5734746;0.000352281;3.91825E-05;
717.3027846;0.00236387;0.000767688;629.2629249;0.000353897;3.93287E-05;
717.4673887;0.002362327;0.000767399;629.9521877;0.000355529;3.94773E-05;
717.6319585;0.002360797;0.000767127;630.6412632;0.000357177;3.96278E-05;
717.7964937;0.002359315;0.000766876;631.3301512;0.00035884;3.97801E-05;
717.9609946;0.002357915;0.000766649;632.0188517;0.000360516;3.99339E-05;
718.125461;0.002356624;0.000766449;632.7073648;0.0003622;4.00889E-05;
718.289893;0.002355443;0.000766274;633.3956904;0.000363892;4.02448E-05;
718.4542906;0.002354362;0.000766119;634.0838285;0.000365587;4.04014E-05;
718.6186537;0.002353374;0.000765982;634.771779;0.000367283;4.05584E-05;
718.7829825;0.002352472;0.000765858;635.4595421;0.000368978;4.07156E-05;
718.9472768;0.002351647;0.000765745;636.1471175;0.000370669;4.08727E-05;
719.1115367;0.002350892;0.000765637;636.8345054;0.000372356;4.10295E-05;
719.2757622;0.002350197;0.000765533;637.5217057;0.000374038;4.11861E-05;
719.4399533;0.002349536;0.000765429;638.2087184;0.000375715;4.13424E-05;
719.60411;0.002348882;0.000765323;638.8955434;0.000377387;4.14983E-05;
719.7682323;0.002348209;0.00076521;639.5821808;0.000379054;4.16537E-05;
719.9323202;0.002347489;0.00076509;640.2686305;0.000380717;4.18086E-05;
720.0963737;0.002346695;0.000764958;640.9548926;0.000382374;4.19629E-05;
720.2603928;0.002345799;0.000764812;641.6409669;0.000384029;4.21169E-05;
720.4243776;0.002344785;0.000764649;642.3268536;0.000385681;4.22705E-05;
720.5883279;0.002343679;0.000764469;643.0125524;0.000387331;4.24238E-05;
720.7522439;0.002342517;0.000764272;643.6980636;0.000388979;4.25769E-05;
720.9161255;0.002341335;0.000764056;644.3833869;0.000390628;4.27298E-05;
721.0799727;0.002340169;0.000763822;645.0685225;0.000392277;4.28825E-05;
721.2437855;0.002339055;0.000763569;645.7534703;0.000393926;4.30353E-05;
721.407564;0.00233803;0.000763297;646.4382302;0.000395576;4.31883E-05;
721.5713081;0.002337119;0.000763006;647.1228023;0.000397227;4.33415E-05;
721.7350179;0.002336301;0.000762701;647.8071865;0.000398878;4.34952E-05;
721.8986933;0.002335546;0.000762385;648.4913829;0.000400529;4.36495E-05;
722.0623343;0.002334824;0.000762065;649.1753914;0.000402181;4.38045E-05;
722.225941;0.002334104;0.000761746;649.8592119;0.000403834;4.39603E-05;
722.3895133;0.002333355;0.000761432;650.5428445;0.000405491;4.41171E-05;
722.5530513;0.002332547;0.000761128;651.2262892;0.000407157;4.42747E-05;
722.7165549;0.002331658;0.000760839;651.9095459;0.000408834;4.44333E-05;
722.8800242;0.002330696;0.000760568;652.5926146;0.000410527;4.45928E-05;
723.0434592;0.002329678;0.000760318;653.2754953;0.00041224;4.47532E-05;
723.2068598;0.002328622;0.000760093;653.958188;0.000413974;4.49146E-05;
723.3702261;0.002327544;0.000759894;654.6406926;0.000415726;4.50767E-05;
723.533558;0.00232646;0.000759724;655.3230092;0.000417489;4.52392E-05;
723.6968557;0.002325389;0.000759587;656.0051378;0.000419258;4.54017E-05;
723.860119;0.002324346;0.000759483;656.6870782;0.000421028;4.55641E-05;
724.0233479;0.002323344;0.000759405;657.3688305;0.000422792;4.57259E-05;
724.1865426;0.002322398;0.000759344;658.0503947;0.000424544;4.58869E-05;
724.349703;0.002321521;0.000759291;658.7317708;0.000426281;4.60469E-05;
724.512829;0.002320727;0.000759236;659.4129586;0.000428006;4.62059E-05;
724.6759207;0.002320027;0.00075917;660.0939584;0.000429722;4.63641E-05;
724.8389782;0.002319437;0.000759084;660.7747699;0.000431435;4.65217E-05;
725.0020013;0.002318961;0.000758971;661.4553932;0.000433149;4.66787E-05;
725.1649901;0.002318571;0.000758832;662.1358282;0.000434868;4.68354E-05;
725.3279447;0.002318232;0.00075867;662.816075;0.000436598;4.69918E-05;
725.4908649;0.002317909;0.000758489;663.4961336;0.000438342;4.71482E-05;
725.6537508;0.002317565;0.000758292;664.1760038;0.000440109;4.73052E-05;
725.8166025;0.002317167;0.000758081;664.8556858;0.000441905;4.74633E-05;
725.9794199;0.002316677;0.000757861;665.5351794;0.00044374;4.76232E-05;
726.142203;0.002316071;0.000757634;666.2144847;0.000445621;4.77855E-05;
726.3049518;0.002315362;0.000757405;666.8936017;0.000447556;4.79508E-05;
726.4676663;0.002314572;0.000757181;667.5725302;0.00044955;4.81197E-05;
726.6303466;0.002313724;0.000756965;668.2512704;0.000451603;4.82923E-05;
726.7929926;0.002312841;0.000756763;668.9298222;0.000453712;4.84686E-05;
726.9556043;0.002311945;0.000756581;669.6081855;0.000455876;4.86487E-05;
727.1181818;0.00231106;0.000756422;670.2863604;0.00045809;4.88325E-05;
727.280725;0.002310202;0.000756292;670.9643468;0.000460352;4.90201E-05;
727.4432339;0.002309367;0.000756183;671.6421447;0.000462661;4.92116E-05;
727.6057086;0.002308546;0.000756087;672.3197542;0.000465012;4.94069E-05;
727.7681491;0.002307729;0.000755998;672.9971751;0.000467404;4.96056E-05;
727.9305553;0.002306906;0.000755908;673.6744075;0.00046983;4.98076E-05;
728.0929272;0.002306069;0.000755807;674.3514513;0.00047229;5.00122E-05;
728.2552649;0.002305207;0.00075569;675.0283066;0.000474777;5.02193E-05;
728.4175684;0.002304314;0.00075555;675.7049733;0.000477289;5.04285E-05;
728.5798376;0.002303396;0.000755391;676.3814514;0.000479823;5.06393E-05;
728.7420727;0.002302461;0.000755219;677.0577408;0.000482374;5.08516E-05;
728.9042734;0.002301518;0.00075504;677.7338417;0.000484944;5.10655E-05;
729.06644;0.002300576;0.000754859;678.4097538;0.000487532;5.12812E-05;
729.2285723;0.002299643;0.000754682;679.0854773;0.00049014;5.14991E-05;
729.3906704;0.002298727;0.000754516;679.7610121;0.000492768;5.17194E-05;
729.5527343;0.002297837;0.000754365;680.4363582;0.000495417;5.19424E-05;
729.7147639;0.002296982;0.00075423;681.1115155;0.000498087;5.21682E-05;
729.8767594;0.002296169;0.000754111;681.7864841;0.00050078;5.2397E-05;
730.0387206;0.002295408;0.000754008;682.461264;0.000503495;5.26287E-05;
730.2006477;0.002294706;0.00075392;683.135855;0.000506233;5.28633E-05;
730.3625405;0.002294072;0.000753849;683.8102573;0.000508994;5.31008E-05;
730.5243991;0.002293513;0.000753793;684.4844707;0.00051178;5.33412E-05;
730.6862236;0.002293032;0.000753751;685.1584953;0.00051459;5.35845E-05;
730.8480138;0.0022926;0.000753721;685.8323311;0.000517425;5.38308E-05;
731.0097699;0.002292184;0.000753695;686.505978;0.00052029;5.40802E-05;
731.1714917;0.002291748;0.00075367;687.179436;0.000523189;5.43332E-05;
731.3331794;0.00229126;0.000753639;687.852705;0.000526126;5.459E-05;
731.4948329;0.002290683;0.000753598;688.5257852;0.000529105;5.48509E-05;
731.6564522;0.002289986;0.000753542;689.1986764;0.000532132;5.51163E-05;
731.8180374;0.002289144;0.000753466;689.8713787;0.00053521;5.53864E-05;
731.9795883;0.002288185;0.000753374;690.543892;0.000538342;5.56614E-05;
732.1411051;0.002287147;0.000753267;691.2162163;0.000541522;5.59412E-05;
732.3025878;0.002286069;0.000753151;691.8883516;0.000544743;5.62256E-05;
732.4640362;0.002284988;0.000753027;692.5602978;0.000547997;5.65143E-05;
732.6254505;0.002283944;0.0007529;693.232055;0.000551276;5.6807E-05;
732.7868307;0.002282974;0.000752773;693.9036231;0.000554573;5.71035E-05;
732.9481767;0.002282107;0.000752649;694.5750022;0.00055788;5.74035E-05;
733.1094885;0.002281331;0.000752527;695.2461922;0.000561196;5.77063E-05;
733.2707662;0.002280623;0.000752406;695.917193;0.000564519;5.80113E-05;
733.4320098;0.002279961;0.000752284;696.5880047;0.000567847;5.83178E-05;
733.5932192;0.002279324;0.000752161;697.2586272;0.000571179;5.8625E-05;
733.7543944;0.002278689;0.000752036;697.9290606;0.000574513;5.89324E-05;
733.9155356;0.002278034;0.000751906;698.5993048;0.000577847;5.92392E-05;
734.0766426;0.002277342;0.000751772;699.2693598;0.000581181;5.95448E-05;
734.2377154;0.002276609;0.000751632;699.9392255;0.000584511;5.98492E-05;
734.3987542;0.002275836;0.000751486;700.608902;0.000587835;6.01521E-05;
734.5597588;0.002275026;0.000751334;701.2783893;0.000591152;6.04537E-05;
734.7207293;0.002274178;0.000751175;701.9476872;0.000594457;6.07537E-05;
734.8816656;0.002273294;0.00075101;702.6167959;0.000597749;6.10523E-05;
735.0425679;0.002272376;0.000750836;703.2857153;0.000601026;6.13493E-05;
735.203436;0.002271428;0.000750656;703.9544453;0.000604285;6.16447E-05;
735.36427;0.002270478;0.000750475;704.622986;0.000607526;6.19391E-05;
735.52507;0.002269554;0.000750302;705.2913373;0.000610747;6.22328E-05;
735.6858358;0.002268687;0.000750144;705.9594992;0.000613949;6.25265E-05;
735.8465675;0.002267908;0.000750009;706.6274718;0.00061713;6.28207E-05;
736.0072651;0.002267247;0.000749905;707.2952549;0.00062029;6.31158E-05;
736.1679287;0.002266734;0.000749839;707.9628485;0.000623431;6.34123E-05;
736.3285581;0.002266385;0.000749816;708.6302527;0.000626555;6.37109E-05;
736.4891535;0.00226616;0.00074983;709.2974675;0.000629671;6.40119E-05;
736.6497147;0.002266006;0.000749873;709.9644927;0.000632784;6.4316E-05;
736.8102419;0.002265868;0.000749938;710.6313285;0.000635899;6.46237E-05;
736.970735;0.002265694;0.000750014;711.2979747;0.000639024;6.49354E-05;
737.131194;0.00226543;0.000750094;711.9644314;0.000642164;6.52517E-05;
737.291619;0.002265023;0.000750169;712.6306985;0.000645325;6.55729E-05;
737.4520098;0.002264431;0.000750233;713.296776;0.000648506;6.58988E-05;
737.6123667;0.002263665;0.000750285;713.962664;0.000651709;6.62287E-05;
737.7726894;0.002262748;0.000750326;714.6283623;0.000654932;6.65621E-05;
737.9329781;0.002261704;0.000750356;715.293871;0.000658175;6.68985E-05;
738.0932327;0.002260556;0.000750377;715.95919;0.000661438;6.72374E-05;
738.2534533;0.002259325;0.000750389;716.6243194;0.000664722;6.75783E-05;
738.4136398;0.002258037;0.000750394;717.2892591;0.000668024;6.79207E-05;
738.5737923;0.002256714;0.000750392;717.9540091;0.000671347;6.82647E-05;
738.7339107;0.002255389;0.000750384;718.6185693;0.00067469;6.86105E-05;
738.8939951;0.002254095;0.000750374;719.2829399;0.000678053;6.89583E-05;
739.0540454;0.002252865;0.000750361;719.9471206;0.000681437;6.93083E-05;
739.2140617;0.002251731;0.000750348;720.6111116;0.000684842;6.96606E-05;
739.374044;0.002250728;0.000750336;721.2749128;0.000688267;7.00154E-05;
739.5339922;0.002249887;0.000750327;721.9385242;0.000691714;7.03728E-05;
739.6939064;0.002249231;0.000750322;722.6019458;0.000695181;7.07329E-05;
739.8537866;0.002248738;0.000750321;723.2651775;0.00069867;7.10957E-05;
740.0136328;0.002248378;0.000750322;723.9282194;0.00070218;7.14615E-05;
740.1734449;0.002248119;0.000750324;724.5910713;0.000705711;7.18302E-05;
740.333223;0.002247928;0.000750326;725.2537334;0.000709263;7.2202E-05;
740.4929671;0.002247775;0.000750328;725.9162056;0.000712837;7.25769E-05;
740.6526772;0.002247627;0.000750327;726.5784878;0.000716442;7.29552E-05;
740.8123533;0.002247457;0.000750324;727.2405801;0.000720086;7.33372E-05;
740.9719954;0.002247248;0.000750313;727.9024824;0.000723779;7.37232E-05;
741.1316035;0.002246988;0.000750291;728.5641947;0.000727529;7.41134E-05;
741.2911776;0.002246665;0.000750255;729.2257171;0.000731345;7.45082E-05;
741.4507177;0.002246265;0.0007502;729.8870494;0.000735237;7.49079E-05;
741.6102238;0.002245776;0.000750122;730.5481916;0.00073921;7.53125E-05;
741.7696959;0.002245186;0.000750018;731.2091438;0.000743259;7.57225E-05;
741.929134;0.002244488;0.000749886;731.8699059;0.000747374;7.61379E-05;
742.0885382;0.002243703;0.000749734;732.530478;0.000751548;7.65588E-05;
742.2479083;0.002242858;0.000749572;733.1908599;0.00075577;7.69855E-05;
742.4072445;0.002241979;0.00074941;733.8510517;0.000760033;7.74181E-05;
742.5665467;0.002241095;0.000749259;734.5110533;0.000764328;7.78566E-05;
742.725815;0.00224023;0.000749128;735.1708648;0.000768651;7.83003E-05;
742.8850492;0.002239413;0.000749029;735.8304861;0.000772997;7.87483E-05;
743.0442495;0.002238663;0.000748968;736.4899172;0.000777363;7.91997E-05;
743.2034159;0.002237968;0.000748942;737.1491581;0.000781745;7.96538E-05;
743.3625483;0.002237311;0.000748947;737.8082088;0.000786139;8.01095E-05;
743.5216467;0.002236673;0.000748975;738.4670692;0.00079054;8.05662E-05;
743.6807112;0.002236035;0.000749022;739.1257393;0.000794948;8.10232E-05;
743.8397417;0.002235379;0.000749081;739.7842192;0.000799366;8.1481E-05;
743.9987383;0.002234687;0.000749147;740.4425087;0.000803799;8.19407E-05;
744.1577009;0.002233944;0.000749215;741.1006079;0.000808253;8.24031E-05;
744.3166296;0.00223315;0.000749277;741.7585168;0.000812735;8.28691E-05;
744.4755243;0.002232307;0.00074933;742.4162353;0.000817249;8.33396E-05;
744.6343852;0.002231419;0.000749366;743.0737635;0.000821801;8.38154E-05;
744.793212;0.002230487;0.000749379;743.7311012;0.000826398;8.42976E-05;
744.952005;0.002229516;0.000749365;744.3882485;0.000831048;8.47872E-05;
745.110764;0.002228509;0.000749317;745.0452054;0.000835763;8.52853E-05;
745.2694891;0.002227472;0.000749232;745.7019719;0.000840552;8.5793E-05;
745.4281803;0.002226437;0.000749115;746.3585479;0.000845425;8.63116E-05;
745.5868376;0.002225439;0.000748977;747.0149334;0.000850392;8.68421E-05;
745.7454609;0.002224511;0.000748825;747.6711284;0.000855463;8.73854E-05;
745.9040504;0.002223689;0.000748667;748.3271329;0.000860641;8.79419E-05;
746.0626059;0.002223008;0.000748514;748.9829469;0.000865929;8.85117E-05;
746.2211276;0.002222503;0.000748373;749.6385703;0.00087133;8.90949E-05;
746.3796153;0.002222197;0.000748251;750.2940031;0.000876847;8.96917E-05;
746.5380691;0.002222067;0.000748152;750.9492454;0.000882483;9.03022E-05;
746.6964891;0.002222078;0.000748077;751.604297;0.00088824;9.09265E-05;
746.8548751;0.002222196;0.000748028;752.259158;0.000894119;9.15644E-05;
747.0132273;0.002222386;0.000748006;752.9138284;0.000900115;9.22149E-05;
747.1715455;0.002222614;0.000748012;753.5683081;0.00090622;9.28764E-05;
747.3298299;0.002222844;0.000748049;754.2225971;0.000912427;9.35474E-05;
747.4880804;0.002223045;0.000748115;754.8766955;0.000918729;9.42265E-05;
747.646297;0.002223187;0.000748205;755.5306031;0.000925116;9.49122E-05;
747.8044798;0.002223242;0.000748309;756.18432;0.000931584;9.56031E-05;
747.9626287;0.002223182;0.00074842;756.8378461;0.000938124;9.62978E-05;
748.1207437;0.002222979;0.000748529;757.4911815;0.000944733;9.69958E-05;
748.2788248;0.002222607;0.000748626;758.1443261;0.00095141;9.76964E-05;
748.4368721;0.002222037;0.000748705;758.7972799;0.000958152;9.8399E-05;
748.5948855;0.002221257;0.000748759;759.4500429;0.000964957;9.91032E-05;
748.7528651;0.00222032;0.000748795;760.102615;0.000971822;9.98084E-05;
748.9108108;0.00221929;0.000748823;760.7549963;0.000978745;0.000100514;
749.0687226;0.002218237;0.000748853;761.4071867;0.000985721;0.000101221;
749.2266006;0.002217226;0.000748894;762.0591863;0.000992744;0.000101931;
749.3844448;0.002216324;0.000748956;762.7109949;0.000999807;0.000102643;
749.5422551;0.002215599;0.00074905;763.3626126;0.001006905;0.000103358;
749.7000316;0.002215099;0.00074918;764.0140393;0.001014033;0.000104078;
749.8577743;0.002214809;0.000749338;764.6652751;0.001021184;0.000104804;
750.0154831;0.002214697;0.000749509;765.3163199;0.001028354;0.000105535;
750.1731581;0.00221473;0.000749682;765.9671737;0.001035553;0.000106273;
750.3307992;0.002214875;0.000749842;766.6178365;0.001042788;0.000107018;
750.4884066;0.0022151;0.000749977;767.2683083;0.001050069;0.000107772;
750.6459801;0.002215373;0.000750073;767.918589;0.001057407;0.000108536;
750.8035198;0.002215662;0.000750119;768.5686787;0.001064811;0.000109309;
750.9610257;0.002215939;0.000750119;769.2185773;0.00107229;0.000110093;
751.1184977;0.002216178;0.000750076;769.8682847;0.001079854;0.000110888;
751.275936;0.002216351;0.000749996;770.5178011;0.001087511;0.000111696;
751.4333405;0.002216432;0.000749884;771.1671263;0.001095269;0.000112517;
751.5907111;0.002216393;0.000749744;771.8162603;0.001103136;0.000113351;
751.748048;0.002216208;0.000749582;772.4652032;0.00111112;0.000114199;
751.905351;0.002215861;0.000749404;773.1139549;0.001119229;0.000115062;
752.0626203;0.002215381;0.000749221;773.7625154;0.001127458;0.000115939;
752.2198558;0.002214807;0.000749046;774.4108846;0.001135754;0.000116827;
752.3770574;0.00221418;0.000748893;775.0590626;0.001144053;0.000117721;
752.5342254;0.00221354;0.000748775;775.7070494;0.00115229;0.000118617;
752.6913595;0.002212926;0.000748704;776.3548448;0.0011604;0.000119511;
752.8484598;0.002212377;0.000748694;777.002449;0.001168319;0.000120396;
753.0055264;0.002211926;0.000748752;777.6498619;0.001175982;0.000121271;
753.1625592;0.002211567;0.000748868;778.2970834;0.00118333;0.000122128;
753.3195582;0.002211289;0.000749024;778.9441136;0.001190327;0.000122963;
753.4765235;0.002211077;0.000749205;779.5909524;0.001196943;0.000123767;
753.633455;0.00221092;0.000749394;780.2375998;0.001203146;0.000124535;
753.7903527;0.002210805;0.000749575;780.8840558;0.001208906;0.000125259;
753.9472167;0.002210718;0.000749731;781.5303204;0.001214192;0.000125932;
754.1040469;0.002210648;0.000749851;782.1763935;0.001218973;0.000126548;
754.2608434;0.002210583;0.000749934;782.8222752;0.001223233;0.000127102;
754.4176061;0.002210512;0.000749985;783.4679654;0.001227007;0.000127595;
754.5743351;0.002210425;0.000750008;784.1134642;0.001230343;0.00012803;
754.7310303;0.00221031;0.000750007;784.7587714;0.001233291;0.000128412;
754.8876918;0.002210156;0.000749986;785.4038871;0.001235898;0.000128744;
755.0443195;0.002209953;0.000749948;786.0488112;0.001238213;0.000129029;
755.2009136;0.002209693;0.0007499;786.6935438;0.001240287;0.000129271;
755.3574739;0.002209383;0.000749846;787.3380848;0.001242188;0.00012948;
755.5140004;0.002209033;0.000749795;787.9824342;0.001243982;0.000129664;
755.6704933;0.002208652;0.000749754;788.626592;0.00124574;0.000129834;
755.8269524;0.002208251;0.00074973;789.2705582;0.001247529;0.000129999;
755.9833778;0.00220784;0.000749729;789.9143327;0.001249418;0.000130168;
756.1397695;0.002207428;0.00074976;790.5579155;0.001251475;0.00013035;
756.2961275;0.002207024;0.000749826;791.2013067;0.001253764;0.000130555;
756.4524517;0.002206628;0.000749921;791.8445061;0.001256327;0.000130787;
756.6087423;0.002206238;0.000750033;792.4875138;0.001259199;0.00013105;
756.7649992;0.002205852;0.000750152;793.1303298;0.001262418;0.000131349;
756.9212223;0.002205468;0.00075027;793.772954;0.001266021;0.000131688;
757.0774118;0.002205084;0.000750375;794.4153865;0.001270042;0.00013207;
757.2335675;0.002204699;0.000750457;795.0576271;0.00127452;0.0001325;
757.3896896;0.002204314;0.000750509;795.699676;0.001279484;0.000132981;
757.545778;0.002203937;0.000750536;796.341533;0.00128494;0.000133514;
757.7018327;0.002203581;0.000750543;796.9831981;0.001290891;0.000134097;
757.8578537;0.002203259;0.000750539;797.6246714;0.001297335;0.000134732;
758.0138411;0.002202982;0.000750529;798.2659529;0.001304275;0.000135417;
758.1697947;0.002202762;0.000750521;798.9070424;0.001311711;0.000136152;
758.3257147;0.002202612;0.000750522;799.54794;0.00131964;0.000136936;
758.481601;0.002202539;0.000750537;800.1886457;0.001328047;0.00013777;
758.6374537;0.002202536;0.000750568;800.8291594;0.001336916;0.000138654;
758.7932727;0.002202591;0.000750613;801.4694811;0.001346227;0.000139587;
758.949058;0.002202693;0.000750673;802.1096109;0.001355963;0.000140569;
759.1048097;0.002202831;0.000750748;802.7495486;0.001366106;0.000141601;
759.2605277;0.002202993;0.000750836;803.3892944;0.001376639;0.000142682;
759.416212;0.002203167;0.000750938;804.028848;0.001387544;0.000143813;
759.5718628;0.00220334;0.000751052;804.6682097;0.001398808;0.00014499;
759.7274798;0.002203494;0.000751172;805.3073792;0.001410419;0.000146213;
759.8830633;0.002203609;0.000751289;805.9463567;0.001422364;0.000147479;
760.038613;0.002203663;0.000751397;806.585142;0.001434631;0.000148787;
760.1941292;0.002203636;0.000751487;807.2237352;0.001447207;0.000150133;
760.3496117;0.002203508;0.000751553;807.8621363;0.001460081;0.000151517;
760.5050606;0.002203258;0.000751585;808.5003452;0.001473238;0.000152935;
760.6604758;0.002202876;0.000751581;809.1383619;0.001486653;0.000154384;
760.8158575;0.002202389;0.000751549;809.7761864;0.001500299;0.00015586;
760.9712055;0.002201833;0.000751503;810.4138187;0.001514149;0.000157358;
761.1265199;0.002201245;0.000751455;811.0512588;0.001528176;0.000158876;
761.2818006;0.002200661;0.000751418;811.6885066;0.001542355;0.000160407;
761.4370478;0.002200117;0.000751405;812.3255622;0.001556658;0.00016195;
761.5922613;0.00219965;0.000751429;812.9624254;0.001571063;0.0001635;
761.7474413;0.002199285;0.000751499;813.5990963;0.001585572;0.000165058;
761.9025876;0.002199008;0.000751607;814.235575;0.00160019;0.000166626;
762.0577004;0.002198792;0.000751744;814.8718612;0.001614923;0.000168206;
762.2127795;0.002198614;0.000751898;815.5079552;0.001629777;0.000169799;
762.3678251;0.002198446;0.000752059;816.1438567;0.001644757;0.000171407;
